URL,Name,Address,Website,Phone,Store_Type,Operating_Status,Operating_Hours,Rating,Review_Count,Permanently_Closed,Latitude,Longitude
https://www.google.com/maps/place/Hasti+Stationery+mart/data=!4m7!3m6!1s0x3bcb915ca0940321:0xb95ea91f1a8b1bfa!8m2!3d17.4402189!4d78.3944511!16s%2Fg%2F1yglp_lwh!19sChIJIQOUoFyRyzsR-huLGh-pXrk?authuser=0&hl=en&rclk=1,Hasti Stationery mart,"1-63/4, Hitech City Rd, opp. pillar no C 1720, near madhapur, Kavuri Hills, Madhapur, Hyderabad, Telangana 500081",Not Found,0903012794,Stationery store,Open,Closes 10:30 pm,4.5,478,No,17.4402189,78.3944511
https://www.google.com/maps/place/Sri+Ramdev+Stationery/data=!4m7!3m6!1s0x3bcb915d1d0c46a1:0xcdf07bda4fd5e155!8m2!3d17.4401489!4d78.395458!16s%2Fg%2F11bw46pfkz!19sChIJoUYMHV2RyzsRVeHVT9p78M0?authuser=0&hl=en&rclk=1,Sri Ramdev Stationery,"Shop No. 1, police station, 27, Hitech City Main Rd, Guttala_Begumpet, near, Madhapur, Hyderabad, Telangana 500033",Not Found,0784236502,Stationery store,Open,Closes 10 pm,4.0,20,No,17.4401489,78.395458
https://www.google.com/maps/place/Ramdev+Stationery/data=!4m7!3m6!1s0x3bcb9187fee10721:0x2839f5a15c246e99!8m2!3d17.4408624!4d78.3916146!16s%2Fg%2F11lmf_9h_9!19sChIJIQfh_oeRyzsRmW4kXKH1OSg?authuser=0&hl=en&rclk=1,Ramdev Stationery,"Metro pillar No, Shop No 1-98/90/26/1, C-1730, Hitech City Rd, beside IOC Petrol pump, Madhapur, Hyderabad, Telangana 500081",Not Found,0944019454,Stationery store,Open,Closes 10 pm,5.0,2,No,17.4408624,78.3916146
https://www.google.com/maps/place/Gurudev+Stationary+madhapur/data=!4m7!3m6!1s0x3bcb91002bc41ddf:0xac1223f29dac6adc!8m2!3d17.4449205!4d78.3861173!16s%2Fg%2F11y5q9btqv!19sChIJ3x3EKwCRyzsR3GqsnfIjEqw?authuser=0&hl=en&rclk=1,Gurudev Stationary madhapur,"Pillar C1763, Silicon Valley, HITEC City, Hyderabad, Telangana 500081",Not Found,0778050825,Stationery store,Open,Closes 10:30 pm,4.9,68,No,17.4449205,78.3861173
https://www.google.com/maps/place/Golden+Paper+%26+Stationery+Stores/data=!4m7!3m6!1s0x3a526f511066c25b:0xc854cd80c9159e73!8m2!3d13.0886349!4d80.2839207!16s%2Fg%2F1tf3mblz!19sChIJW8JmEFFvUjoRc54VyYDNVMg?authuser=0&hl=en&rclk=1,Golden Paper & Stationery Stores,"D, 25, Anderson Street, Flower Bazaar, Parrys, George Town, Chennai, Tamil Nadu 600001",Not Found,0949991745,Stationery store,Open,Closes 9 pm,4.5,817,No,13.0886349,80.2839207
https://www.google.com/maps/place/DURGA+STATIONERY/data=!4m7!3m6!1s0x3bcb939073374b77:0xa934035e88f5e007!8m2!3d17.4418345!4d78.3670585!16s%2Fg%2F11qh34903k!19sChIJd0s3c5CTyzsRB-D1iF4DNKk?authuser=0&hl=en&rclk=1,DURGA STATIONERY,"AIG hospital, Aig hospital backside Opp the nawab restaurant Babu khan lane, Gachibowli Cir, P Janardhan Reddy Nagar, Gachibowli, Hyderabad, Telangana 500032",Not Found,0812527800,Stationery store,Open,Not Found,4.5,80,No,17.4418345,78.3670585
https://www.google.com/maps/place/Dev+Ramdev+Stationery/data=!4m7!3m6!1s0x3bcb978e34b115bd:0x160d37b219c14d0b!8m2!3d17.421261!4d78.3487271!16s%2Fg%2F11lm_5sv4r!19sChIJvRWxNI6XyzsRC03BGbI3DRY?authuser=0&hl=en&rclk=1,Dev Ramdev Stationery,"Shop No-1, House Number-2, 58-6, opposite The Gaudium School, Nanakramguda, Hyderabad, Telangana 500032",Not Found,0984808416,Stationery store,Open,Closes 9 pm,4.9,88,No,17.421261,0
https://www.google.com/maps/place/MAHADEVA+STATIONERY+AND+TOYS/data=!4m7!3m6!1s0x3bcb93d60b232155:0x9c5bdeaec88fcfc!8m2!3d17.4339013!4d78.3347559!16s%2Fg%2F11n05jcr5v!19sChIJVSEjC9aTyzsR_PyI7Oq9xQk?authuser=0&hl=en&rclk=1,MAHADEVA STATIONERY AND TOYS,"Back side of Q-City, 9-1-573 Goldcrest Road, TNGOS Colony, Gachibowli, Hyderabad, Telangana 500046",Not Found,0868631177,Stationery store,Open,Closes 10:30 pm,4.5,76,No,60,78.3347559
https://www.google.com/maps/place/Sri+Balaji+Stationery+%26+General+Stores/data=!4m7!3m6!1s0x3bcb91669dc335c5:0x630500d3096448d!8m2!3d17.4512017!4d78.3915271!16s%2Fg%2F1yg93qgjg!19sChIJxTXDnWaRyzsRjUSWMA1QMAY?authuser=0&hl=en&rclk=1,Sri Balaji Stationery & General Stores,"100 Feet Rd, Ayyappa Society, Mega Hills, Madhapur, Hyderabad, Telangana 500081",Not Found,0801953291,Stationery store,Open,Closes 10 pm,4.1,22,No,17.4512017,78.3915271
https://www.google.com/maps/place/BAJRANG+STATIONERY+SPORTS+%26+GIFTS+TOYS/data=!4m7!3m6!1s0x3bcb93e31f9c26d5:0x66d247e7fa2cd4aa!8m2!3d17.4302409!4d78.3234784!16s%2Fg%2F11vjqj53z8!19sChIJ1SacH-OTyzsRqtQs-udH0mY?authuser=0&hl=en&rclk=1,BAJRANG STATIONERY SPORTS & GIFTS TOYS,"H.No.2-105/3, Gowlidoddi WiproCircle, near hindware, Gowlidoddy Rd, Serilingampalle (M), Hyderabad, Telangana 500032",Not Found,0994038539,Stationery store,Open,Not Found,4.7,77,No,17.4302409,78.3234784
https://www.google.com/maps/place/Sri+Ranaji+Stationery/data=!4m7!3m6!1s0x3bcb9394e1c85d87:0x9ddeabcc8a12bed2!8m2!3d17.4411202!4d78.3602936!16s%2Fg%2F1pp2w_yw2!19sChIJh13I4ZSTyzsR0r4Sisyr3p0?authuser=0&hl=en&rclk=1,Sri Ranaji Stationery,"Shop#7, gurukrupa plaza, Indira Nagar, Gachibowli, Hyderabad, Telangana 500032",Not Found,0807442073,Stationery store,Open,Closes 11 pm,4.2,62,No,17.4411202,78.3602936
https://www.google.com/maps/place/KITSONS+Financial+District/data=!4m7!3m6!1s0x3bcb933f9e14f08d:0x8942a43ddfc902e3!8m2!3d17.4293933!4d78.3322888!16s%2Fg%2F11rghclztt!19sChIJjfAUnj-TyzsR4wLJ3z2kQok?authuser=0&hl=en&rclk=1,KITSONS Financial District,"My Home Vihanga Rd, adj. to HDFC Bank, behind Q City, Financial District, Gachibowli, Hyderabad, Telangana 500046",http://www.kitsons.in/,0733732568,Pen store,Open,Closes 8 pm,4.0,123,No,17.4293933,78.3322888
https://www.google.com/maps/place/Sai+Prathusha+Stationery+and+PAN+Card+Store/data=!4m7!3m6!1s0x3bcb9477d49e603b:0x8c1d3c8fcae62015!8m2!3d17.4198521!4d78.3528292!16s%2Fg%2F1hjh2nyfm!19sChIJO2Ce1HeUyzsRFSDmyo88HYw?authuser=0&hl=en&rclk=1,Sai Prathusha Stationery and PAN Card Store,"C993+W4W, Nanakramguda, Makthakousarali, Telangana 500032",Not Found,0986649156,Stationery store,Open,Closes 10 pm,3.7,29,No,17.4198521,78.3528292
https://www.google.com/maps/place/AVM+STATIONERY+STORES/data=!4m7!3m6!1s0x3a5265c89bef6bd9:0x1f75faf67e6d38f3!8m2!3d13.0887797!4d80.2838219!16s%2Fg%2F1tjddm46!19sChIJ2Wvvm8hlUjoR8zhtfvb6dR8?authuser=0&hl=en&rclk=1,AVM STATIONERY STORES,"26b, Anderson Street, George Town, Chennai, Tamil Nadu 600001",Not Found,0944417987,Store,Open,Closes 10 pm,4.2,113,No,13.0887797,80.2838219
https://www.google.com/maps/place/Sri+Balaji+Stationery/data=!4m7!3m6!1s0x3bcb97a671abe595:0xa4d90816389fc353!8m2!3d17.4071905!4d78.3881504!16s%2Fg%2F11rjxftp2t!19sChIJleWrcaaXyzsRU8OfOBYI2aQ?authuser=0&hl=en&rclk=1,Sri Balaji Stationery,"Lanco Hills Rd, OU Colony, Shaikpet, Manikonda, Pokalwada, Telangana 500089",Not Found,0878086684,Stationery store,Open,Closes 10 pm,4.4,16,No,17.4071905,90816389
https://www.google.com/maps/place/NEW+BURMA+PAPER+%26+STATIONERY+STORES/data=!4m7!3m6!1s0x3a5265c89bef6bd9:0x682e8254d076ec6a!8m2!3d13.0899131!4d80.284142!16s%2Fg%2F11cs1lc209!19sChIJ2Wvvm8hlUjoRaux20FSCLmg?authuser=0&hl=en&rclk=1,NEW BURMA PAPER & STATIONERY STORES,"17A, 8A, Anderson Street, Parrys, George Town, Chennai, Tamil Nadu 600001",Not Found,0984053952,Stationery wholesaler,Open,Closes 9 pm,4.0,64,No,13.0899131,076
https://www.google.com/maps/place/Hatim+Enterprises+-+One+Stop+Shop+For+All+Your+Stationery+needs/data=!4m7!3m6!1s0x3a526f1d429f8021:0xec1a84da963d239f!8m2!3d13.0976935!4d80.285534!16s%2Fg%2F11jxxlvkn7!19sChIJIYCfQh1vUjoRnyM9ltqEGuw?authuser=0&hl=en&rclk=1,Hatim Enterprises - One Stop Shop For All Your Stationery needs,"Shop No:6,Mylal, Chicken Market, 1, Mylai Periyathambi St, Amman Koil South, George Town, Chennai, Tamil Nadu 600001",Not Found,0880716297,Office supply store,Open,Closes 9 pm,4.9,7,No,239,80.285534
https://www.google.com/maps/place/Parrys/data=!4m7!3m6!1s0x3a526f765658acd5:0x210594eef3d20409!8m2!3d13.0885546!4d80.2839914!16s%2Fg%2F11sqch_hlf!19sChIJ1axYVnZvUjoRCQTS8-6UBSE?authuser=0&hl=en&rclk=1,Parrys,"121, 141, Flower Bazaar, Sowcarpet, George Town, Chennai, Tamil Nadu 600001",Not Found,Phone Number Not Found,Clothing store,Open,Not Found,4.7,22,No,20409,80.2839914
https://www.google.com/maps/place/Sarva+Lakshmi+Stores/data=!4m7!3m6!1s0x3a526f51341e2d83:0x8f26796ce0aeee34!8m2!3d13.0888525!4d80.2824419!16s%2Fg%2F1tjz1t20!19sChIJgy0eNFFvUjoRNO6u4Gx5Jo8?authuser=0&hl=en&rclk=1,Sarva Lakshmi Stores,"No.66, 39B, Bunder Street, Parrys, George Town, Chennai, Tamil Nadu 600001",http://www.sarvalakshmistores.com/,0984098783,Stationery wholesaler,Open,Closes 9 pm,4.8,11,No,13.0888525,80.2824419
https://www.google.com/maps/place/A+N+M+Paper+%26+Stationery+Stores/data=!4m7!3m6!1s0x3a526f51684fe2ab:0xf7b968ec8052de0a!8m2!3d13.0891905!4d80.2838302!16s%2Fg%2F11c3w1wqtj!19sChIJq-JPaFFvUjoRCt5SgOxoufc?authuser=0&hl=en&rclk=1,A N M Paper & Stationery Stores,"No.62, old no:, 32, Anderson Street, Parrys, George Town, Chennai, Tamil Nadu 600001",Not Found,0944442670,Stationery store,Open,Closes 9:30 pm,4.4,5,No,13.0891905,80.2838302
https://www.google.com/maps/place/Sri+Ganesh+stationery/data=!4m7!3m6!1s0x3bcb931cf6674061:0x13880918f303b4d0!8m2!3d17.4202469!4d78.350142!16s%2Fg%2F11vbf170c5!19sChIJYUBn9hyTyzsR0LQD8xgJiBM?authuser=0&hl=en&rclk=1,Sri Ganesh stationery,"C9C2+33R, Nanakramguda Rd, Financial District, Nanakramguda, Telangana 500032",Not Found,Phone Number Not Found,Book store,Not Found,Not Found,5.0,3,No,17.4202469,0
https://www.google.com/maps/place/Ramdev+Stationary/data=!4m7!3m6!1s0x3bcb93e360e3eec1:0xb85da02e7b8d307a!8m2!3d17.4353825!4d78.3350069!16s%2Fg%2F11y1k_gcql!19sChIJwe7jYOOTyzsRejCNey6gXbg?authuser=0&hl=en&rclk=1,Ramdev Stationary,"near Delhi World school, TNGO's Colony Phase 2, TNGOS Colony, Gachibowli, Hyderabad, Telangana 500046",Not Found,0637528535,Stationery store,Open,Closes 10:30 pm,5.0,4,No,17.4353825,78.3350069
https://www.google.com/maps/place/Indo-burma+Stationery/data=!4m7!3m6!1s0x3a526f51113e64db:0x347b3589efab1274!8m2!3d13.090242!4d80.284126!16s%2Fg%2F1vfp6mrv!19sChIJ22Q-EVFvUjoRdBKr74k1ezQ?authuser=0&hl=en&rclk=1,Indo-burma Stationery,"41, Anderson Street, Broadway, George Town, Chennai, Tamil Nadu 600001",Not Found,Phone Number Not Found,Stationery store,Open,Closes soon ⋅ 8 pm ⋅ Opens 8:30 am,5.0,9,No,13.090242,80.284126
https://www.google.com/maps/place/Chennai+Stationers/data=!4m7!3m6!1s0x3a526f4e663f6c49:0xce162de8a8c6b0c5!8m2!3d13.0904216!4d80.2847396!16s%2Fg%2F1tcvxvkq!19sChIJSWw_Zk5vUjoRxbDGqOgtFs4?authuser=0&hl=en&rclk=1,Chennai Stationers,"1, 2nd Line Beach Rd, Parry's Corner, George Town, Chennai, Tamil Nadu 600001",Not Found,04425242396,Stationery store,Open,Closes 9 pm,4.6,13,No,13.0904216,80.2847396
https://www.google.com/maps/place/Poornima+Stationery+Centre/data=!4m7!3m6!1s0x3a526f510ee8e88f:0xec48a69ffcbdd613!8m2!3d13.0892979!4d80.2845083!16s%2Fg%2F1tmy3h64!19sChIJj-joDlFvUjoRE9a9_J-mSOw?authuser=0&hl=en&rclk=1,Poornima Stationery Centre,"Siva Complex, 8/7 STRINGER STREET, Broadway Rd, Chennai, Tamil Nadu 600001",Not Found,0978906118,Wholesaler,Open,Closes 9 pm,5.0,10,No,13.0892979,80.2845083
https://www.google.com/maps/place/Vams+Enterprises/data=!4m7!3m6!1s0x3a5265f870c716ab:0x163bac0342ebeea0!8m2!3d13.0918996!4d80.2763707!16s%2Fg%2F11c705wcj3!19sChIJqxbHcPhlUjoRoO7rQgOsOxY?authuser=0&hl=en&rclk=1,Vams Enterprises,"8 14, Managappan Street, Sowcarpet, Chennai, Tamil Nadu 600001",Not Found,0995292687,Pen store,Open,Closes 10 pm,5.0,111,No,13.0918996,80.2763707
https://www.google.com/maps/place/Nagoor+Stores/data=!4m7!3m6!1s0x3a526f1f5f298c6b:0x665914eb041eb933!8m2!3d13.089812!4d80.2825943!16s%2Fg%2F11rsh3vb8q!19sChIJa4wpXx9vUjoRM7keBOsUWWY?authuser=0&hl=en&rclk=1,Nagoor Stores,"Old No.46, New, 52, Bunder Street, Parrys, George Town, Chennai, Tamil Nadu 600001",http://www.nagoorstores.com/,0944490417,Stationery wholesaler,Open,Closes 10 pm,3.9,42,No,13.089812,80.2825943
https://www.google.com/maps/place/New+Andavar+Stores/data=!4m7!3m6!1s0x3a526f513184f26b:0x703e66dc6cd50250!8m2!3d13.0890906!4d80.2825408!16s%2Fg%2F1ptyj2sdy!19sChIJa_KEMVFvUjoRUALVbNxmPnA?authuser=0&hl=en&rclk=1,New Andavar Stores,"27, Bunder Street, Parrys, George Town, Chennai, Tamil Nadu 600001",Not Found,0988418012,Stationery store,Open,Closes 10 pm,4.5,18,No,13.0890906,80.2825408
https://www.google.com/maps/place/New+Asia+Paper+and+Stationery+Stores/data=!4m7!3m6!1s0x3a526f513df95eef:0x92353c4a5d7a7acb!8m2!3d13.0894547!4d80.2835453!16s%2Fg%2F1td6893l!19sChIJ7175PVFvUjoRy3p6XUo8NZI?authuser=0&hl=en&rclk=1,New Asia Paper and Stationery Stores,"flower bazzar, bus stand, No 30, Malayaperumal Street, Opposite to, Parry's Corner, George Town, Chennai, Tamil Nadu 600001",Not Found,0944433663,Stationery wholesaler,Open,Closes 10 pm,3.2,5,No,13.0894547,80.2835453
https://www.google.com/maps/place/Todays+Stationery+Stores/data=!4m7!3m6!1s0x3a526f51367aa241:0x3a745fac3eacb495!8m2!3d13.0886708!4d80.2824916!16s%2Fg%2F11clhsh49_!19sChIJQaJ6NlFvUjoRlbSsPqxfdDo?authuser=0&hl=en&rclk=1,Todays Stationery Stores,"34, 35, Bunder Street, George Town, Chennai, Tamil Nadu 600001",Not Found,0994177528,Stationery store,Open,Closes 9:30 pm,3.9,66,No,13.0886708,80.2824916
https://www.google.com/maps/place/S.P.M+Stationery+Stores/data=!4m7!3m6!1s0x3a526f516b8eea3d:0x5cfc8e017cd19b06!8m2!3d13.0889965!4d80.2838802!16s%2Fg%2F11clvt19t7!19sChIJPeqOa1FvUjoRBpvRfAGO_Fw?authuser=0&hl=en&rclk=1,S.P.M Stationery Stores,"29, Anderson Street, Broadway, George Town, Chennai, Tamil Nadu 600001",Not Found,0984282614,Stationery store,Open,Closes 10 pm,4.1,23,No,13.0889965,80.2838802
https://www.google.com/maps/place/Naveen+Praveen+Stationery+Store/data=!4m7!3m6!1s0x3bcb944637803ff3:0xdfcb358d4bc5ad40!8m2!3d17.3866358!4d78.3582077!16s%2Fg%2F11f2sbrw8d!19sChIJ8z-AN0aUyzsRQK3FS401y98?authuser=0&hl=en&rclk=1,Naveen Praveen Stationery Store,"Narsingi, Hyderabad, Telangana 500089",Not Found,Phone Number Not Found,Pen store,Open,Closes 10 pm,4.6,12,No,17.3866358,78.3582077
https://www.google.com/maps/place/M.R.+BOOK+STORES/data=!4m7!3m6!1s0x3a526f514d906d95:0x251c1c5b3c58e771!8m2!3d13.0893603!4d80.2824811!16s%2Fg%2F11cjnk9jry!19sChIJlW2QTVFvUjoRcedYPFscHCU?authuser=0&hl=en&rclk=1,M.R. BOOK STORES,"45, Bunder Street, Parrys, George Town, Chennai, Tamil Nadu 600001",Not Found,04425364596,Book store,Open,Closes 9:30 pm,4.5,243,No,13.0893603,906
https://www.google.com/maps/place/Avm+Hi+Tech/data=!4m7!3m6!1s0x3a526f515fdb8f55:0x1833fd6a17c69245!8m2!3d13.0884966!4d80.2836779!16s%2Fg%2F124sy0mfr!19sChIJVY_bX1FvUjoRRZLGF2r9Mxg?authuser=0&hl=en&rclk=1,Avm Hi Tech,"195, NSC Bose Rd, near Parrys, Flower Bazaar, Broadway, George Town, Chennai, Tamil Nadu 600001",Not Found,Phone Number Not Found,Stationery store,Open,Closes 9 pm,4.5,11,No,13.0884966,80.2836779
https://www.google.com/maps/place/Abbas+stationery/data=!4m7!3m6!1s0x3a526f4e5a1f1ba5:0x4dbd0ac8750b3976!8m2!3d13.0964901!4d80.2886004!16s%2Fg%2F11qbj1dv2q!19sChIJpRsfWk5vUjoRdjkLdcgKvU0?authuser=0&hl=en&rclk=1,Abbas stationery,"48/1, main road, opposite to semma mansion, Mannadi, George Town, Chennai, Tamil Nadu 600001",Not Found,0729995278,Craft store,Open,Closes 10:30 pm,4.6,24,No,13.0964901,80.2886004
https://www.google.com/maps/place/K+Jayaram+Mudaliar/data=!4m7!3m6!1s0x3a526f520fffffff:0x9596f41d9c4d81e5!8m2!3d13.0901613!4d80.2842077!16s%2Fg%2F1tdj_02c!19sChIJ____D1JvUjoR5YFNnB30lpU?authuser=0&hl=en&rclk=1,K Jayaram Mudaliar,"2, Badrian Street, Broadway, George Town, Chennai, Tamil Nadu 600001",Not Found,0984026399,Pen store,Open,Closes soon ⋅ 8 pm ⋅ Opens 9 am,4.5,19,No,13.0901613,81
https://www.google.com/maps/place/Madhu+Stationers/data=!4m7!3m6!1s0x3a526f002a1c5bc3:0x4d84dcb9e146e21e!8m2!3d13.0926887!4d80.280443!16s%2Fg%2F11yfw50_kl!19sChIJw1scKgBvUjoRHuJG4bnchE0?authuser=0&hl=en&rclk=1,Madhu Stationers,"Parmila Complex, Kesar Avenue, 121, Audiappa Naicken St, Sowcarpet, George Town, Chennai, Tamil Nadu 600001",https://makoba.com/,Phone Number Not Found,Stationery store,Open,Closes soon ⋅ 8 pm ⋅ Opens 10 am,4.7,14,No,13.0926887,84
https://www.google.com/maps/place/Happy+stationery+and+Recharge+center+-+Best+stationery+shop/data=!4m7!3m6!1s0x3bcb954cb6375fb7:0x81063865e324078d!8m2!3d17.3476752!4d78.3789784!16s%2Fg%2F11t6mggydz!19sChIJt183tkyVyzsRjQck42U4BoE?authuser=0&hl=en&rclk=1,Happy stationery and Recharge center - Best stationery shop,"Don Bosco Post Office Rd, Abhyudaya Nagar, Kalimandir, Bandlaguda Jagir, Telangana 500086",Not Found,Phone Number Not Found,Stationery store,Open,Closes 9 pm,4.7,165,No,17.3476752,78.3789784
https://www.google.com/maps/place/Chandra+stationery+%26+xerox/data=!4m7!3m6!1s0x3bcb9582c04507cb:0xef73bfda1879b415!8m2!3d17.396949!4d78.3337366!16s%2Fg%2F11tsn3_rch!19sChIJywdFwIKVyzsRFbR5GNq_c-8?authuser=0&hl=en&rclk=1,Chandra stationery & xerox,"10-6, 1-68/3, Kokapet, Hyderabad, Telangana 500075",Not Found,0906322105,Stationery store,Open,Closes 10 pm,4.2,25,No,17.396949,78.3337366
https://www.google.com/maps/place/The+Super+Trades/data=!4m7!3m6!1s0x3a526f4e183606e9:0x10a46af84ad426ac!8m2!3d13.0913598!4d80.2897568!16s%2Fg%2F1tdckd2y!19sChIJ6QY2GE5vUjoRrCbUSvhqpBA?authuser=0&hl=en&rclk=1,The Super Trades,"240/140, Angappa Chetty Street, Parrys, Angappa Chetty Street, Chennai, Tamil Nadu 600001",Not Found,04425215458,Stationery store,Open,Closes 9 pm,4.2,13,No,13.0913598,80.2897568
https://www.google.com/maps/place/Sultan+Traders/data=!4m7!3m6!1s0x3a526f426ab48c97:0x4281f899dbfe74c4!8m2!3d13.0895108!4d80.2834469!16s%2Fg%2F11lp85z2qn!19sChIJl4y0akJvUjoRxHT-25n4gUI?authuser=0&hl=en&rclk=1,Sultan Traders,"49, Malayaperumal Street, Parrys, George Town, Chennai, Tamil Nadu 600001",https://www.sultantradrers.in/,0812495161,Stationery wholesaler,Open,Closes 10 pm,4.0,4,No,13.0895108,80.2834469
https://www.google.com/maps/place/Gautam+Stationery+House/data=!4m7!3m6!1s0x3a526f56faaaaaab:0x746c3eca4fc56af3!8m2!3d13.0896609!4d80.2797838!16s%2Fg%2F1tkb3jt9!19sChIJq6qq-lZvUjoR82rFT8o-bHQ?authuser=0&hl=en&rclk=1,Gautam Stationery House,"53, Narayana Mudali Street, Sowcarpet, George Town, Chennai, Tamil Nadu 600001",Not Found,04425385267,Stationery wholesaler,Open,Closes soon ⋅ 8 pm ⋅ Opens 10 am,4.9,14,No,13.0896609,80.2797838
https://www.google.com/maps/place/VETRI+ENTERPRISES/data=!4m7!3m6!1s0x3a526f655f4c58a9:0xb64ad95eaed60a29!8m2!3d13.0956982!4d80.2892983!16s%2Fg%2F11rmq6l_zj!19sChIJqVhMX2VvUjoRKQrWrl7ZSrY?authuser=0&hl=en&rclk=1,VETRI ENTERPRISES,"198 SHOP NO, OLD 234 NEW, 7, Thambu Chetty St, PARRYS, Chennai, Tamil Nadu 600001",Not Found,0902526461,Stationery store,Not Found,Not Found,4.5,2,No,13.0956982,80.2892983
https://www.google.com/maps/place/Hayzza+Store/data=!4m7!3m6!1s0x3a526f15c61d6f2d:0x4ce7e837212c648e!8m2!3d13.0999323!4d80.2863147!16s%2Fg%2F11vr0lsr2w!19sChIJLW8dxhVvUjoRjmQsITfo50w?authuser=0&hl=en&rclk=1,Hayzza Store,"4, St Xavier St, Asirvada Puram, George Town, Chennai, Tamil Nadu 600001",Not Found,0944400385,Stationery store,Open,Closes 11:30 pm,5.0,1,No,13.0999323,80.2863147
